DATE TIME (UTC),MMSI,LATITUDE,LONGITUDE,COURSE,TIMESTAMP,PORT OF ORIGIN,PORT OF DESTINATION,VESSEL TYPE
2023-06-21 08:00:00,419000002,18.124545,79.326561,256,2023-06-21 08:00:00,Chennai,Singapore,Tanker
2023-06-21 12:00:00,419000002,13.424239,75.925869,111,2023-06-21 12:00:00,Chennai,Dubai,Tanker
2023-06-21 16:00:00,419000002,21.318906,71.608452,243,2023-06-21 16:00:00,Chennai,Singapore,Tanker
2023-06-21 20:00:00,419000002,21.682756,76.401821,103,2023-06-21 20:00:00,Chennai,Colombo,Tanker
2023-06-22 00:00:00,419000002,15.246398,74.38765,19,2023-06-22 00:00:00,Chennai,Colombo,Tanker
2023-06-22 04:00:00,419000002,21.405268,77.615902,92,2023-06-22 04:00:00,Chennai,Dubai,Tanker
2023-06-22 08:00:00,419000002,18.920627,76.366548,139,2023-06-22 08:00:00,Chennai,Hong Kong,Tanker
2023-06-22 12:00:00,419000002,21.906712,73.367227,137,2023-06-22 12:00:00,Chennai,Hong Kong,Tanker
2023-06-22 16:00:00,419000002,20.590669,73.08686,8,2023-06-22 16:00:00,Chennai,Hong Kong,Tanker
2023-06-22 20:00:00,419000002,13.18491,74.512583,207,2023-06-22 20:00:00,Chennai,Colombo,Tanker
2023-06-23 00:00:00,419000002,16.191983,77.870116,342,2023-06-23 00:00:00,Chennai,Colombo,Tanker
2023-06-23 04:00:00,419000002,12.908681,79.08726,196,2023-06-23 04:00:00,Chennai,Colombo,Tanker
2023-06-23 08:00:00,419000002,21.772316,76.617095,353,2023-06-23 08:00:00,Chennai,Hong Kong,Tanker
2023-06-23 12:00:00,419000002,14.609375,73.629017,125,2023-06-23 12:00:00,Chennai,Hong Kong,Tanker
2023-06-23 16:00:00,419000002,20.217337,72.508651,240,2023-06-23 16:00:00,Chennai,Dubai,Tanker
2023-06-23 20:00:00,419000002,13.30282,76.495761,221,2023-06-23 20:00:00,Chennai,Hong Kong,Tanker
2023-06-24 00:00:00,419000002,20.279415,70.135008,318,2023-06-24 00:00:00,Chennai,Singapore,Tanker
2023-06-24 04:00:00,419000002,17.606916,74.549172,297,2023-06-24 04:00:00,Chennai,Singapore,Tanker
2023-06-24 08:00:00,419000002,15.425831,79.574787,9,2023-06-24 08:00:00,Chennai,Hong Kong,Tanker
2023-06-24 12:00:00,419000002,19.204474,73.06314,202,2023-06-24 12:00:00,Chennai,Dubai,Tanker
2023-06-24 16:00:00,419000002,12.071474,76.754535,185,2023-06-24 16:00:00,Chennai,Dubai,Tanker
2023-06-24 20:00:00,419000002,20.330458,77.902995,279,2023-06-24 20:00:00,Chennai,Colombo,Tanker
2023-06-25 00:00:00,419000002,17.011098,77.17646,47,2023-06-25 00:00:00,Chennai,Dubai,Tanker
2023-06-25 04:00:00,419000002,14.011964,71.462891,133,2023-06-25 04:00:00,Chennai,Hong Kong,Tanker
2023-06-25 08:00:00,419000002,15.227709,73.854124,8,2023-06-25 08:00:00,Chennai,Dubai,Tanker
2023-06-25 12:00:00,419000002,14.311177,78.753451,113,2023-06-25 12:00:00,Chennai,Hong Kong,Tanker
2023-06-25 16:00:00,419000002,12.502131,71.790292,132,2023-06-25 16:00:00,Chennai,Dubai,Tanker
2023-06-25 20:00:00,419000002,20.232929,75.98763,31,2023-06-25 20:00:00,Chennai,Dubai,Tanker
2023-06-26 00:00:00,419000002,15.290082,74.500651,18,2023-06-26 00:00:00,Chennai,Hong Kong,Tanker
2023-06-26 04:00:00,419000002,15.942426,71.503113,246,2023-06-26 04:00:00,Chennai,Dubai,Tanker
2023-06-26 08:00:00,419000002,18.486797,72.385487,90,2023-06-26 08:00:00,Chennai,Colombo,Tanker
2023-06-26 12:00:00,419000002,14.995933,73.249379,15,2023-06-26 12:00:00,Chennai,Singapore,Tanker
2023-06-26 16:00:00,419000002,12.9356,77.009376,226,2023-06-26 16:00:00,Chennai,Singapore,Tanker
2023-06-26 20:00:00,419000002,21.490405,72.119282,36,2023-06-26 20:00:00,Chennai,Hong Kong,Tanker
2023-06-27 00:00:00,419000002,17.480056,72.383874,107,2023-06-27 00:00:00,Chennai,Hong Kong,Tanker
2023-06-27 04:00:00,419000002,19.409856,71.68238,42,2023-06-27 04:00:00,Chennai,Colombo,Tanker
2023-06-27 08:00:00,419000002,19.25357,79.725619,261,2023-06-27 08:00:00,Chennai,Hong Kong,Tanker
2023-06-27 12:00:00,419000002,18.758095,71.956652,123,2023-06-27 12:00:00,Chennai,Hong Kong,Tanker
2023-06-27 16:00:00,419000002,14.903071,71.344024,320,2023-06-27 16:00:00,Chennai,Dubai,Tanker
2023-06-27 20:00:00,419000002,19.298941,72.846038,24,2023-06-27 20:00:00,Chennai,Singapore,Tanker
2023-06-28 00:00:00,419000002,19.368124,77.223921,316,2023-06-28 00:00:00,Chennai,Dubai,Tanker
2023-06-28 04:00:00,419000002,12.085933,79.899833,4,2023-06-28 04:00:00,Chennai,Hong Kong,Tanker
2023-06-28 08:00:00,419000002,16.605343,74.681892,40,2023-06-28 08:00:00,Chennai,Singapore,Tanker
2023-06-28 12:00:00,419000002,15.04344,71.837932,238,2023-06-28 12:00:00,Chennai,Singapore,Tanker
2023-06-28 16:00:00,419000002,13.39364,78.577493,338,2023-06-28 16:00:00,Chennai,Singapore,Tanker
2023-06-28 20:00:00,419000002,18.359491,73.650058,139,2023-06-28 20:00:00,Chennai,Colombo,Tanker
2023-06-29 00:00:00,419000002,13.114458,74.405485,101,2023-06-29 00:00:00,Chennai,Colombo,Tanker
2023-06-29 04:00:00,419000002,13.291644,77.064847,313,2023-06-29 04:00:00,Chennai,Hong Kong,Tanker
2023-06-29 08:00:00,419000002,15.08275,78.766137,258,2023-06-29 08:00:00,Chennai,Dubai,Tanker
2023-06-29 12:00:00,419000002,16.164619,75.657619,37,2023-06-29 12:00:00,Chennai,Dubai,Tanker
2023-06-29 16:00:00,419000002,19.600563,75.264052,31,2023-06-29 16:00:00,Chennai,Dubai,Tanker
2023-06-29 20:00:00,419000002,18.421465,78.27783,243,2023-06-29 20:00:00,Chennai,Colombo,Tanker
2023-06-30 00:00:00,419000002,16.403322,75.818733,313,2023-06-30 00:00:00,Chennai,Hong Kong,Tanker
2023-03-01 00:00:00,419000003,16.478558,76.669013,5,2023-03-01 00:00:00,Kolkata,Colombo,Passenger
2023-03-01 04:00:00,419000003,15.363687,71.805778,241,2023-03-01 04:00:00,Kolkata,Singapore,Passenger
2023-03-01 08:00:00,419000003,19.425437,74.195853,253,2023-03-01 08:00:00,Kolkata,Dubai,Passenger
2023-03-01 12:00:00,419000003,13.333481,72.808634,112,2023-03-01 12:00:00,Kolkata,Colombo,Passenger
2023-03-01 16:00:00,419000003,12.02081,73.922289,159,2023-03-01 16:00:00,Kolkata,Singapore,Passenger
2023-03-01 20:00:00,419000003,21.41565,73.194566,122,2023-03-01 20:00:00,Kolkata,Dubai,Passenger
2023-03-02 00:00:00,419000003,21.31277,71.361113,275,2023-03-02 00:00:00,Kolkata,Colombo,Passenger
2023-03-02 04:00:00,419000003,15.944568,78.538735,80,2023-03-02 04:00:00,Kolkata,Singapore,Passenger
2023-03-02 08:00:00,419000003,20.938087,71.32439,169,2023-03-02 08:00:00,Kolkata,Colombo,Passenger
2023-03-02 12:00:00,419000003,17.64184,76.006767,132,2023-03-02 12:00:00,Kolkata,Colombo,Passenger
2023-03-02 16:00:00,419000003,15.478258,75.809163,235,2023-03-02 16:00:00,Kolkata,Hong Kong,Passenger
2023-03-02 20:00:00,419000003,20.102547,79.088893,304,2023-03-02 20:00:00,Kolkata,Singapore,Passenger
2023-03-03 00:00:00,419000003,16.175768,70.966344,69,2023-03-03 00:00:00,Kolkata,Singapore,Passenger
2023-03-03 04:00:00,419000003,16.725974,78.78424,245,2023-03-03 04:00:00,Kolkata,Dubai,Passenger
2023-03-03 08:00:00,419000003,15.620981,78.648368,113,2023-03-03 08:00:00,Kolkata,Dubai,Passenger
2023-03-03 12:00:00,419000003,18.675454,79.161173,204,2023-03-03 12:00:00,Kolkata,Dubai,Passenger
2023-03-03 16:00:00,419000003,16.423036,71.248633,57,2023-03-03 16:00:00,Kolkata,Colombo,Passenger
2023-03-03 20:00:00,419000003,16.113388,73.533658,170,2023-03-03 20:00:00,Kolkata,Singapore,Passenger
2023-03-04 00:00:00,419000003,20.842457,70.998058,4,2023-03-04 00:00:00,Kolkata,Dubai,Passenger
2023-03-04 04:00:00,419000003,20.022178,74.098467,123,2023-03-04 04:00:00,Kolkata,Singapore,Passenger
2023-03-04 08:00:00,419000003,13.618282,74.657904,328,2023-03-04 08:00:00,Kolkata,Singapore,Passenger
2023-03-04 12:00:00,419000003,17.268877,73.76535,240,2023-03-04 12:00:00,Kolkata,Hong Kong,Passenger
2023-03-04 16:00:00,419000003,15.593632,75.252895,270,2023-03-04 16:00:00,Kolkata,Colombo,Passenger
2023-03-04 20:00:00,419000003,21.997521,71.862307,70,2023-03-04 20:00:00,Kolkata,Dubai,Passenger
2023-03-05 00:00:00,419000003,20.677129,78.510695,232,2023-03-05 00:00:00,Kolkata,Dubai,Passenger
2023-03-05 04:00:00,419000003,18.625312,78.402969,220,2023-03-05 04:00:00,Kolkata,Dubai,Passenger
2023-03-05 08:00:00,419000003,20.495212,74.03777,282,2023-03-05 08:00:00,Kolkata,Colombo,Passenger
2023-03-05 12:00:00,419000003,16.745182,79.636414,18,2023-03-05 12:00:00,Kolkata,Hong Kong,Passenger
2023-03-05 16:00:00,419000003,15.982063,73.419267,242,2023-03-05 16:00:00,Kolkata,Dubai,Passenger
2023-03-05 20:00:00,419000003,15.579058,79.536338,122,2023-03-05 20:00:00,Kolkata,Singapore,Passenger
2023-03-06 00:00:00,419000003,12.628008,76.575919,164,2023-03-06 00:00:00,Kolkata,Colombo,Passenger
2023-03-06 04:00:00,419000003,21.223818,71.764015,32,2023-03-06 04:00:00,Kolkata,Dubai,Passenger
2023-03-06 08:00:00,419000003,13.599642,78.662819,151,2023-03-06 08:00:00,Kolkata,Dubai,Passenger
2023-03-06 12:00:00,419000003,20.329302,70.647338,261,2023-03-06 12:00:00,Kolkata,Hong Kong,Passenger
2023-03-06 16:00:00,419000003,13.556396,79.081602,286,2023-03-06 16:00:00,Kolkata,Dubai,Passenger
2023-03-06 20:00:00,419000003,15.495745,76.709923,155,2023-03-06 20:00:00,Kolkata,Hong Kong,Passenger
2023-03-07 00:00:00,419000003,19.276663,74.442907,341,2023-03-07 00:00:00,Kolkata,Colombo,Passenger
2023-03-07 04:00:00,419000003,13.768678,70.408917,302,2023-03-07 04:00:00,Kolkata,Hong Kong,Passenger
2023-03-07 08:00:00,419000003,13.082451,73.994536,92,2023-03-07 08:00:00,Kolkata,Singapore,Passenger
2023-03-07 12:00:00,419000003,19.326741,75.522332,121,2023-03-07 12:00:00,Kolkata,Dubai,Passenger
2023-03-07 16:00:00,419000003,13.577139,71.434765,260,2023-03-07 16:00:00,Kolkata,Colombo,Passenger
2023-03-07 20:00:00,419000003,16.825499,74.986663,38,2023-03-07 20:00:00,Kolkata,Singapore,Passenger
2023-03-08 00:00:00,419000003,12.201184,72.397722,23,2023-03-08 00:00:00,Kolkata,Hong Kong,Passenger
2023-03-08 04:00:00,419000003,19.696364,72.794345,72,2023-03-08 04:00:00,Kolkata,Colombo,Passenger
2023-03-08 08:00:00,419000003,14.551073,77.411383,247,2023-03-08 08:00:00,Kolkata,Colombo,Passenger
2023-03-08 12:00:00,419000003,17.998604,73.206924,267,2023-03-08 12:00:00,Kolkata,Hong Kong,Passenger
2023-03-08 16:00:00,419000003,16.020021,74.43825,188,2023-03-08 16:00:00,Kolkata,Dubai,Passenger
2023-03-08 20:00:00,419000003,13.737721,76.362706,125,2023-03-08 20:00:00,Kolkata,Colombo,Passenger
2023-03-09 00:00:00,419000003,16.128413,71.753033,101,2023-03-09 00:00:00,Kolkata,Singapore,Passenger
2023-03-09 04:00:00,419000003,16.895916,71.604382,353,2023-03-09 04:00:00,Kolkata,Hong Kong,Passenger
2023-03-09 08:00:00,419000003,20.369951,74.026513,303,2023-03-09 08:00:00,Kolkata,Colombo,Passenger
2023-03-09 12:00:00,419000003,18.230773,71.330774,280,2023-03-09 12:00:00,Kolkata,Singapore,Passenger
2023-03-09 16:00:00,419000003,15.791794,75.048515,274,2023-03-09 16:00:00,Kolkata,Dubai,Passenger
2023-03-09 20:00:00,419000003,19.445006,78.824064,52,2023-03-09 20:00:00,Kolkata,Colombo,Passenger
2023-03-10 00:00:00,419000003,17.592336,73.113977,314,2023-03-10 00:00:00,Kolkata,Colombo,Passenger
2023-03-10 04:00:00,419000003,20.027408,79.493293,138,2023-03-10 04:00:00,Kolkata,Singapore,Passenger
2023-03-10 08:00:00,419000003,15.716946,70.466395,278,2023-03-10 08:00:00,Kolkata,Singapore,Passenger
2023-03-10 12:00:00,419000003,13.770595,73.264637,39,2023-03-10 12:00:00,Kolkata,Hong Kong,Passenger
2023-03-10 16:00:00,419000003,19.082882,75.459186,93,2023-03-10 16:00:00,Kolkata,Colombo,Passenger
2023-03-10 20:00:00,419000003,13.47569,77.789626,176,2023-03-10 20:00:00,Kolkata,Colombo,Passenger
2023-03-11 00:00:00,419000003,15.450758,71.574875,39,2023-03-11 00:00:00,Kolkata,Singapore,Passenger
2023-03-11 04:00:00,419000003,15.268752,71.201709,339,2023-03-11 04:00:00,Kolkata,Singapore,Passenger
2023-03-11 08:00:00,419000003,19.890247,71.058017,202,2023-03-11 08:00:00,Kolkata,Hong Kong,Passenger
2023-03-11 12:00:00,419000003,15.448797,79.192404,313,2023-03-11 12:00:00,Kolkata,Singapore,Passenger
2023-03-11 16:00:00,419000003,16.170675,77.716727,78,2023-03-11 16:00:00,Kolkata,Hong Kong,Passenger
2023-03-11 20:00:00,419000003,19.833847,76.405918,184,2023-03-11 20:00:00,Kolkata,Dubai,Passenger
2023-03-12 00:00:00,419000003,14.124084,72.045557,239,2023-03-12 00:00:00,Kolkata,Colombo,Passenger
2023-03-12 04:00:00,419000003,16.170466,75.893967,165,2023-03-12 04:00:00,Kolkata,Hong Kong,Passenger
2023-03-12 08:00:00,419000003,15.427494,79.26269,244,2023-03-12 08:00:00,Kolkata,Dubai,Passenger
2023-03-12 12:00:00,419000003,14.864402,70.61041,198,2023-03-12 12:00:00,Kolkata,Colombo,Passenger
2023-03-12 16:00:00,419000003,16.074955,73.955738,317,2023-03-12 16:00:00,Kolkata,Colombo,Passenger
2023-03-12 20:00:00,419000003,15.867392,76.681834,265,2023-03-12 20:00:00,Kolkata,Singapore,Passenger
2023-03-13 00:00:00,419000003,13.685542,74.140855,56,2023-03-13 00:00:00,Kolkata,Dubai,Passenger
2023-03-13 04:00:00,419000003,18.28723,71.26169,101,2023-03-13 04:00:00,Kolkata,Dubai,Passenger
2023-03-13 08:00:00,419000003,13.768488,79.783614,196,2023-03-13 08:00:00,Kolkata,Hong Kong,Passenger
2023-03-13 12:00:00,419000003,12.263535,79.486543,44,2023-03-13 12:00:00,Kolkata,Singapore,Passenger
2023-03-13 16:00:00,419000003,15.145615,71.036097,312,2023-03-13 16:00:00,Kolkata,Dubai,Passenger
2023-03-13 20:00:00,419000003,12.069208,77.526699,83,2023-03-13 20:00:00,Kolkata,Dubai,Passenger
2023-03-14 00:00:00,419000003,17.100962,77.224244,61,2023-03-14 00:00:00,Kolkata,Dubai,Passenger
2023-03-14 04:00:00,419000003,19.79721,73.281227,339,2023-03-14 04:00:00,Kolkata,Dubai,Passenger
2023-03-14 08:00:00,419000003,13.936416,74.08909,15,2023-03-14 08:00:00,Kolkata,Colombo,Passenger
2023-03-14 12:00:00,419000003,20.643131,71.570636,172,2023-03-14 12:00:00,Kolkata,Dubai,Passenger
2023-03-14 16:00:00,419000003,21.932849,70.356563,325,2023-03-14 16:00:00,Kolkata,Dubai,Passenger
2023-03-14 20:00:00,419000003,18.722727,71.827576,336,2023-03-14 20:00:00,Kolkata,Dubai,Passenger
2023-03-15 00:00:00,419000003,12.082783,72.173906,357,2023-03-15 00:00:00,Kolkata,Hong Kong,Passenger
2023-03-15 04:00:00,419000003,17.978882,74.302038,335,2023-03-15 04:00:00,Kolkata,Dubai,Passenger
2023-03-15 08:00:00,419000003,15.796239,78.145103,52,2023-03-15 08:00:00,Kolkata,Dubai,Passenger
2023-03-15 12:00:00,419000003,12.970896,72.639709,41,2023-03-15 12:00:00,Kolkata,Colombo,Passenger
2023-03-15 16:00:00,419000003,12.551283,79.238299,38,2023-03-15 16:00:00,Kolkata,Dubai,Passenger
2023-03-15 20:00:00,419000003,18.80556,79.023886,317,2023-03-15 20:00:00,Kolkata,Singapore,Passenger
2023-03-16 00:00:00,419000003,12.084023,77.648322,12,2023-03-16 00:00:00,Kolkata,Singapore,Passenger
2023-03-16 04:00:00,419000003,19.183341,73.06476,305,2023-03-16 04:00:00,Kolkata,Colombo,Passenger
2023-03-16 08:00:00,419000003,12.704362,70.400671,262,2023-03-16 08:00:00,Kolkata,Colombo,Passenger
2023-03-16 12:00:00,419000003,12.126197,71.051846,268,2023-03-16 12:00:00,Kolkata,Colombo,Passenger
2023-03-16 16:00:00,419000003,14.735254,72.451951,346,2023-03-16 16:00:00,Kolkata,Hong Kong,Passenger
2023-03-16 20:00:00,419000003,16.199565,74.332194,304,2023-03-16 20:00:00,Kolkata,Dubai,Passenger
2023-03-17 00:00:00,419000003,12.047286,77.849032,346,2023-03-17 00:00:00,Kolkata,Hong Kong,Passenger
2023-03-17 04:00:00,419000003,12.763053,77.514964,179,2023-03-17 04:00:00,Kolkata,Colombo,Passenger
2023-03-17 08:00:00,419000003,13.300098,71.866907,8,2023-03-17 08:00:00,Kolkata,Singapore,Passenger
2023-03-17 12:00:00,419000003,17.976577,71.530402,317,2023-03-17 12:00:00,Kolkata,Colombo,Passenger
2023-03-17 16:00:00,419000003,13.086621,72.253597,314,2023-03-17 16:00:00,Kolkata,Singapore,Passenger
2023-03-17 20:00:00,419000003,18.985697,73.762742,131,2023-03-17 20:00:00,Kolkata,Hong Kong,Passenger
2023-03-18 00:00:00,419000003,20.490446,78.250652,213,2023-03-18 00:00:00,Kolkata,Singapore,Passenger
2023-03-18 04:00:00,419000003,15.390696,78.807901,136,2023-03-18 04:00:00,Kolkata,Dubai,Passenger
2023-03-18 08:00:00,419000003,18.589563,79.673408,338,2023-03-18 08:00:00,Kolkata,Singapore,Passenger
2023-03-18 12:00:00,419000003,18.138345,71.691222,138,2023-03-18 12:00:00,Kolkata,Singapore,Passenger
2023-03-18 16:00:00,419000003,20.769784,75.047177,310,2023-03-18 16:00:00,Kolkata,Singapore,Passenger
2023-03-18 20:00:00,419000003,14.892911,79.771692,78,2023-03-18 20:00:00,Kolkata,Dubai,Passenger
2023-03-19 00:00:00,419000003,20.235905,71.409788,73,2023-03-19 00:00:00,Kolkata,Singapore,Passenger
2023-03-19 04:00:00,419000003,14.266604,78.722998,124,2023-03-19 04:00:00,Kolkata,Dubai,Passenger
2023-03-19 08:00:00,419000003,15.692328,74.875809,31,2023-03-19 08:00:00,Kolkata,Singapore,Passenger
2023-03-19 12:00:00,419000003,15.343026,73.486091,63,2023-03-19 12:00:00,Kolkata,Colombo,Passenger
2023-03-19 16:00:00,419000003,12.259534,76.259575,65,2023-03-19 16:00:00,Kolkata,Hong Kong,Passenger
2023-03-19 20:00:00,419000003,17.82336,78.805004,60,2023-03-19 20:00:00,Kolkata,Singapore,Passenger
2023-03-20 00:00:00,419000003,21.666653,72.597841,8,2023-03-20 00:00:00,Kolkata,Dubai,Passenger
2023-03-20 04:00:00,419000003,12.767596,79.748692,20,2023-03-20 04:00:00,Kolkata,Hong Kong,Passenger
2023-03-20 08:00:00,419000003,21.518669,78.507406,212,2023-03-20 08:00:00,Kolkata,Hong Kong,Passenger
2023-03-20 12:00:00,419000003,14.778582,78.035177,122,2023-03-20 12:00:00,Kolkata,Dubai,Passenger
2023-03-20 16:00:00,419000003,16.211653,77.963598,209,2023-03-20 16:00:00,Kolkata,Dubai,Passenger
2023-03-20 20:00:00,419000003,16.679854,77.44366,61,2023-03-20 20:00:00,Kolkata,Dubai,Passenger
2023-03-21 00:00:00,419000003,15.965376,73.500165,69,2023-03-21 00:00:00,Kolkata,Dubai,Passenger
2023-03-21 04:00:00,419000003,21.010701,79.847682,229,2023-03-21 04:00:00,Kolkata,Colombo,Passenger
2023-03-21 08:00:00,419000003,17.241301,70.287097,293,2023-03-21 08:00:00,Kolkata,Hong Kong,Passenger
2023-03-21 12:00:00,419000003,13.671225,70.307149,128,2023-03-21 12:00:00,Kolkata,Singapore,Passenger
2023-03-21 16:00:00,419000003,16.573492,75.239634,42,2023-03-21 16:00:00,Kolkata,Dubai,Passenger
2023-03-21 20:00:00,419000003,21.42256,75.824708,26,2023-03-21 20:00:00,Kolkata,Dubai,Passenger
2023-03-22 00:00:00,419000003,18.819289,75.28661,302,2023-03-22 00:00:00,Kolkata,Singapore,Passenger
2023-03-22 04:00:00,419000003,17.678138,76.328522,32,2023-03-22 04:00:00,Kolkata,Dubai,Passenger
2023-03-22 08:00:00,419000003,20.8418,79.510295,116,2023-03-22 08:00:00,Kolkata,Hong Kong,Passenger
2023-03-22 12:00:00,419000003,15.198909,73.8971,144,2023-03-22 12:00:00,Kolkata,Colombo,Passenger
2023-03-22 16:00:00,419000003,20.619631,74.483703,305,2023-03-22 16:00:00,Kolkata,Dubai,Passenger
2023-03-22 20:00:00,419000003,20.812981,78.645256,313,2023-03-22 20:00:00,Kolkata,Dubai,Passenger
2023-03-23 00:00:00,419000003,21.810171,78.36216,34,2023-03-23 00:00:00,Kolkata,Singapore,Passenger
2023-03-23 04:00:00,419000003,19.774364,76.301512,162,2023-03-23 04:00:00,Kolkata,Singapore,Passenger
2023-03-23 08:00:00,419000003,14.080377,72.210046,173,2023-03-23 08:00:00,Kolkata,Singapore,Passenger
2023-03-23 12:00:00,419000003,14.086548,75.631858,116,2023-03-23 12:00:00,Kolkata,Colombo,Passenger
2023-03-23 16:00:00,419000003,17.366039,73.328056,301,2023-03-23 16:00:00,Kolkata,Singapore,Passenger
2023-03-23 20:00:00,419000003,15.899951,72.921251,176,2023-03-23 20:00:00,Kolkata,Dubai,Passenger
2023-03-24 00:00:00,419000003,18.501288,70.101388,149,2023-03-24 00:00:00,Kolkata,Singapore,Passenger
2023-03-24 04:00:00,419000003,17.775796,75.398167,73,2023-03-24 04:00:00,Kolkata,Singapore,Passenger
2023-03-24 08:00:00,419000003,18.551721,75.599206,25,2023-03-24 08:00:00,Kolkata,Dubai,Passenger
2023-03-24 12:00:00,419000003,13.716964,74.936541,176,2023-03-24 12:00:00,Kolkata,Singapore,Passenger
2023-03-24 16:00:00,419000003,12.807016,75.263442,150,2023-03-24 16:00:00,Kolkata,Dubai,Passenger
2023-03-24 20:00:00,419000003,16.553403,76.430325,323,2023-03-24 20:00:00,Kolkata,Hong Kong,Passenger
2023-03-25 00:00:00,419000003,16.34695,75.020061,345,2023-03-25 00:00:00,Kolkata,Dubai,Passenger
2023-03-25 04:00:00,419000003,21.384018,70.212521,193,2023-03-25 04:00:00,Kolkata,Hong Kong,Passenger
2023-03-25 08:00:00,419000003,13.731009,74.626182,235,2023-03-25 08:00:00,Kolkata,Hong Kong,Passenger
2023-03-25 12:00:00,419000003,20.337129,75.259497,222,2023-03-25 12:00:00,Kolkata,Dubai,Passenger
2023-03-25 16:00:00,419000003,15.709854,75.380251,193,2023-03-25 16:00:00,Kolkata,Hong Kong,Passenger
2023-03-25 20:00:00,419000003,17.667791,76.769164,101,2023-03-25 20:00:00,Kolkata,Singapore,Passenger
2023-03-26 00:00:00,419000003,19.407951,70.372242,59,2023-03-26 00:00:00,Kolkata,Dubai,Passenger
2023-03-26 04:00:00,419000003,18.79832,76.037962,62,2023-03-26 04:00:00,Kolkata,Hong Kong,Passenger
2023-03-26 08:00:00,419000003,15.221611,78.241451,318,2023-03-26 08:00:00,Kolkata,Singapore,Passenger
2023-03-26 12:00:00,419000003,18.573327,73.940172,57,2023-03-26 12:00:00,Kolkata,Colombo,Passenger
2023-03-26 16:00:00,419000003,20.494328,70.352667,123,2023-03-26 16:00:00,Kolkata,Singapore,Passenger
2023-03-26 20:00:00,419000003,19.305161,72.073571,346,2023-03-26 20:00:00,Kolkata,Colombo,Passenger
2023-03-27 00:00:00,419000003,17.678108,72.23269,117,2023-03-27 00:00:00,Kolkata,Colombo,Passenger
2023-03-27 04:00:00,419000003,19.539784,73.433816,106,2023-03-27 04:00:00,Kolkata,Hong Kong,Passenger
2023-03-27 08:00:00,419000003,17.428531,73.829388,289,2023-03-27 08:00:00,Kolkata,Hong Kong,Passenger
2023-03-27 12:00:00,419000003,13.625367,70.1375,82,2023-03-27 12:00:00,Kolkata,Hong Kong,Passenger
2023-03-27 16:00:00,419000003,13.210403,71.736065,22,2023-03-27 16:00:00,Kolkata,Dubai,Passenger
2023-03-27 20:00:00,419000003,16.790225,76.518439,44,2023-03-27 20:00:00,Kolkata,Hong Kong,Passenger
2023-03-28 00:00:00,419000003,14.448446,74.430567,102,2023-03-28 00:00:00,Kolkata,Colombo,Passenger
2023-03-28 04:00:00,419000003,17.125573,73.843452,267,2023-03-28 04:00:00,Kolkata,Dubai,Passenger
2023-03-28 08:00:00,419000003,15.045803,72.005317,98,2023-03-28 08:00:00,Kolkata,Colombo,Passenger
2023-03-28 12:00:00,419000003,18.953362,70.175933,221,2023-03-28 12:00:00,Kolkata,Hong Kong,Passenger
2023-03-28 16:00:00,419000003,13.740056,78.001852,347,2023-03-28 16:00:00,Kolkata,Singapore,Passenger
2023-03-28 20:00:00,419000003,15.950604,71.945177,216,2023-03-28 20:00:00,Kolkata,Colombo,Passenger
2023-03-29 00:00:00,419000003,12.285803,79.543431,123,2023-03-29 00:00:00,Kolkata,Hong Kong,Passenger
2023-03-29 04:00:00,419000003,15.708758,77.835875,118,2023-03-29 04:00:00,Kolkata,Colombo,Passenger
2023-03-29 08:00:00,419000003,13.710897,70.846429,188,2023-03-29 08:00:00,Kolkata,Dubai,Passenger
2023-03-29 12:00:00,419000003,17.05613,73.456652,288,2023-03-29 12:00:00,Kolkata,Hong Kong,Passenger
2023-03-29 16:00:00,419000003,16.713845,79.118805,351,2023-03-29 16:00:00,Kolkata,Colombo,Passenger
2023-03-29 20:00:00,419000003,17.536422,76.021951,135,2023-03-29 20:00:00,Kolkata,Singapore,Passenger
2023-03-30 00:00:00,419000003,18.883206,73.615167,56,2023-03-30 00:00:00,Kolkata,Dubai,Passenger
2023-03-30 04:00:00,419000003,17.990726,73.454224,286,2023-03-30 04:00:00,Kolkata,Singapore,Passenger
2023-03-30 08:00:00,419000003,19.43852,70.032738,138,2023-03-30 08:00:00,Kolkata,Colombo,Passenger
2023-03-30 12:00:00,419000003,13.702,75.326063,189,2023-03-30 12:00:00,Kolkata,Dubai,Passenger
2023-03-30 16:00:00,419000003,19.747585,74.545708,306,2023-03-30 16:00:00,Kolkata,Colombo,Passenger
2023-03-30 20:00:00,419000003,15.005291,77.743755,9,2023-03-30 20:00:00,Kolkata,Singapore,Passenger
2023-03-31 00:00:00,419000003,14.50805,71.788977,66,2023-03-31 00:00:00,Kolkata,Colombo,Passenger
2023-03-31 04:00:00,419000003,16.11609,77.868928,9,2023-03-31 04:00:00,Kolkata,Singapore,Passenger
2023-03-31 08:00:00,419000003,20.418586,75.138295,171,2023-03-31 08:00:00,Kolkata,Dubai,Passenger
2023-03-31 12:00:00,419000003,17.83234,72.615363,249,2023-03-31 12:00:00,Kolkata,Colombo,Passenger
2023-03-31 16:00:00,419000003,19.301318,76.158579,191,2023-03-31 16:00:00,Kolkata,Colombo,Passenger
2023-03-31 20:00:00,419000003,17.04689,73.176109,133,2023-03-31 20:00:00,Kolkata,Hong Kong,Passenger
